IND_ID,Lab_ID,Sample_ID,Sample,Recapture,Detection_index,N_detections_individual,Individual_recaptured,longitude,latitude,Sex,Sex_status,Sample_sex,Sex_source_match,assignment,Coordinate_source,All_data_Recapture,All_data_Detection_index,.row,.lon,.lat,.id,.occ,col,row,grid_id,.idx,x,y,n_points,.clust,.id_final,.keep,Final_ID,Source_IND_ID
IND010,MT-7332,BRP_PA-02/21,MT-7332,1,4,4,1,89.930267,27.72901,U,conflicting_calls,F,matched_sex_call,provisional_exact_attachment,locations.csv,1,4,16,89.930267,27.72901,IND010,1,99,96,G1507,16,197500,3070500,3,2,IND010,TRUE,IND010,IND010
IND011,MT-7060,BRP_FD-01/17,MT-7060,0,1,2,1,89.438226,27.538422,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,17,89.438226,27.538422,IND011,1,50,77,G1210,17,148500,3051500,2,1,IND011,TRUE,IND011,IND011
IND011,MT-7063,BRP_FD-01/20,MT-7063,1,2,2,1,89.394506,27.499608,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,18,89.394506,27.499608,IND011,1,45,72,G1085,18,143500,3046500,1,1,IND011,TRUE,IND011,IND011
IND012,MT-7064,BRP_FD-01/21,MT-7064,0,1,1,0,89.33836,27.421783,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,19,89.33836,27.421783,IND012,1,39,64,G0858,19,137500,3038500,4,1,IND012,TRUE,IND012,IND012
IND013,MT-7065,BRP_FD-01/22,MT-7065,0,1,2,1,89.437255,27.540198,M,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,20,89.437255,27.540198,IND013,1,50,77,G1210,20,148500,3051500,2,1,IND013,TRUE,IND013,IND013
IND013,MT-7068,BRP_FD-01/25,MT-7068,1,2,2,1,89.398919,27.51049,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,1,2,21,89.398919,27.51049,IND013,1,46,74,G1155,21,144500,3048500,3,1,IND013,TRUE,IND013,IND013
IND014,MT-7066,BRP_FD-01/23,MT-7066,0,1,1,0,89.401078,27.512166,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,22,89.401078,27.512166,IND014,1,46,74,G1155,22,144500,3048500,3,1,IND014,TRUE,IND014,IND014
IND015,MT-7069,BRP_FD-02/01,MT-7069,0,1,1,0,89.286204,27.022138,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,23,89.286204,27.022138,IND015,1,33,20,G0050,23,131500,2994500,8,1,IND015,TRUE,IND015,IND015
IND016,MT-7071,BRP_FD-03/02,MT-7071,0,1,2,1,89.653913,27.063511,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,24,89.653913,27.063511,IND016,1,70,23,G0125,24,168500,2997500,6,1,IND016,TRUE,IND016,IND016
IND016,MT-7076,BRP_FD-03/07,MT-7076,1,2,2,1,89.496166,27.139221,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,25,89.496166,27.139221,IND016,1,54,32,G0236,25,152500,3006500,3,2,IND016,TRUE,IND016,IND016
IND017,MT-7072,BRP_FD-03/03,MT-7072,0,1,2,1,89.545076,26.9932,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,26,89.545076,26.9932,IND017,1,59,16,G0028,26,157500,2990500,2,1,IND017,TRUE,IND017,IND017
IND017,MT-7079,BRP_FD-03/10,MT-7079,1,2,2,1,89.518795,26.96815,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,1,2,27,89.518795,26.96815,IND017,1,56,13,G0018,27,154500,2987500,2,1,IND017,TRUE,IND017,IND017
IND018,MT-7073,BRP_FD-03/04,MT-7073,0,1,3,1,89.518683,27.018611,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,28,89.518683,27.018611,IND018,1,56,19,G0039,28,154500,2993500,7,1,IND018,TRUE,IND018,IND018
IND018,MT-7075,BRP_FD-03/06,MT-7075,1,3,3,1,89.614787,27.060753,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,1,3,30,89.614787,27.060753,IND018,1,66,23,G0121,29,164500,2997500,5,2,IND018,TRUE,IND018,IND018
IND019,MT-7077,BRP_FD-03/08,MT-7077,0,1,1,0,89.682227,26.89844,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,31,89.682227,26.89844,IND019,1,72,5,G0008,30,170500,2979500,4,1,IND019,TRUE,IND019,IND019
IND021,MT-7082,BRP_FD-03/13,MT-7082,0,1,1,0,89.520458,27.011376,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,33,89.520458,27.011376,IND021,1,56,18,G0035,31,154500,2992500,2,1,IND021,TRUE,IND021,IND021
IND022,MT-7084,BRP_FD-03/15,MT-7084,0,1,1,0,89.503236,27.143241,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,34,89.503236,27.143241,IND022,1,55,33,G0266,32,153500,3007500,3,1,IND022,TRUE,IND022,IND022
IND023,MT-7086,BRP_FD-03/17,MT-7086,0,1,1,0,89.653866,27.063575,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,35,89.653866,27.063575,IND023,1,70,23,G0125,33,168500,2997500,6,1,IND023,TRUE,IND023,IND023
IND024,MT-7088,BRP_FD-03/19,MT-7088,0,1,1,0,89.574115,27.134718,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,36,89.574115,27.134718,IND024,1,62,31,G0226,34,160500,3005500,3,1,IND024,TRUE,IND024,IND024
IND025,MT-7090,BRP_FD-03/21,MT-7090,0,1,2,1,89.574115,27.134718,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,37,89.574115,27.134718,IND025,1,62,31,G0226,35,160500,3005500,3,1,IND025,TRUE,IND025,IND025
IND025,MT-7094,BRP_FD-03/25,MT-7094,1,2,2,1,89.544123,26.992582,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,38,89.544123,26.992582,IND025,1,58,16,G0027,36,156500,2990500,3,2,IND025,TRUE,IND025,IND025
IND026,MT-7091,BRP_FD-03/22,MT-7091,0,1,1,0,89.520075,27.022303,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,39,89.520075,27.022303,IND026,1,56,19,G0039,37,154500,2993500,7,1,IND026,TRUE,IND026,IND026
IND027,MT-7092,BRP_FD-03/23,MT-7092,0,1,1,0,89.614787,27.060753,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,40,89.614787,27.060753,IND027,1,66,23,G0121,38,164500,2997500,5,1,IND027,TRUE,IND027,IND027
IND028,MT-7095,BRP_FD-03/26,MT-7095,0,1,1,0,89.518683,27.018611,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,41,89.518683,27.018611,IND028,1,56,19,G0039,39,154500,2993500,7,1,IND028,TRUE,IND028,IND028
IND029,MT-7096,BRP_FD-04/01,MT-7096,0,1,1,0,89.713072,27.40915,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,42,89.713072,27.40915,IND029,1,76,62,G0825,40,174500,3036500,2,1,IND029,TRUE,IND029,IND029
IND030,MT-7097,BRP_FD-04/02,MT-7097,0,1,3,1,89.675839,27.368717,M,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,43,89.675839,27.368717,IND030,1,73,57,G0693,41,171500,3031500,2,1,IND030,TRUE,IND030,IND030
IND030,MT-7098,BRP_FD-04/03,MT-7098,1,2,3,1,89.570776,27.516358,M,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,1,2,44,89.570776,27.516358,IND030,1,63,74,G1159,42,161500,3048500,5,2,IND030,TRUE,IND030,IND030
IND030,MT-7100,BRP_FD-04/05,MT-7100,1,3,3,1,89.503509,27.484764,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,1,3,45,89.503509,27.484764,IND030,1,56,70,G1031,43,154500,3044500,6,2,IND030,TRUE,IND030,IND030
IND031,MT-7101,BRP_FD-04/06,MT-7101,0,1,1,0,89.621991,27.373353,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,46,89.621991,27.373353,IND031,1,67,58,G0713,44,165500,3032500,16,1,IND031,TRUE,IND031,IND031
IND032,MT-7102,BRP_FD-04/07,MT-7102,0,1,2,1,89.601331,27.268919,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,47,89.601331,27.268919,IND032,1,65,46,G0531,45,163500,3020500,6,1,IND032,TRUE,IND032,IND032
IND032,MT-7104,BRP_FD-04/09,MT-7104,1,2,2,1,89.503622,27.484922,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,48,89.503622,27.484922,IND032,1,56,71,G1056,46,154500,3045500,14,2,IND032,TRUE,IND032,IND032
IND033,MT-7103,BRP_FD-04/08,MT-7103,0,1,1,0,89.505724,27.486771,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,49,89.505724,27.486771,IND033,1,56,71,G1056,47,154500,3045500,14,1,IND033,TRUE,IND033,IND033
IND034,MT-7106,BRP_FD-04/11,MT-7106,0,1,1,0,89.503122,27.483568000000002,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,50,89.503122,27.483568000000002,IND034,1,56,70,G1031,48,154500,3044500,6,1,IND034,TRUE,IND034,IND034
IND035,MT-7107,BRP_FD-04/12,MT-7107,0,1,1,0,89.505217,27.485997,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,51,89.505217,27.485997,IND035,1,56,71,G1056,49,154500,3045500,14,1,IND035,TRUE,IND035,IND035
IND036,MT-7108,BRP_FD-04/13,MT-7108,0,1,1,0,89.50376,27.485198,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,52,89.50376,27.485198,IND036,1,56,71,G1056,50,154500,3045500,14,1,IND036,TRUE,IND036,IND036
IND037,MT-7109,BRP_FD-04/14,MT-7109,0,1,1,0,89.707196,27.387266,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,53,89.707196,27.387266,IND037,1,76,59,G0739,51,174500,3033500,2,1,IND037,TRUE,IND037,IND037
IND038,MT-7111,BRP_FD-05/2,MT-7111,0,1,2,1,89.74876,27.4936,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,54,89.74876,27.4936,IND038,1,80,71,G1060,52,178500,3045500,3,1,IND038,TRUE,IND038,IND038
IND038,MT-7112,BRP_FD-05/3,MT-7112,1,2,2,1,90.00041,27.59951,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,55,90.00041,27.59951,IND038,1,105,82,G1311,53,203500,3056500,4,2,IND038,TRUE,IND038,IND038
IND039,MT-7113,BRP_FD-05/4,MT-7113,0,1,1,0,90.1311,27.47636,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,56,90.1311,27.47636,IND039,1,118,68,G0992,54,216500,3042500,4,1,IND039,TRUE,IND039,IND039
IND040,MT-7114,BRP_FD-05/5,MT-7114,0,1,2,1,90.24973,27.420733,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,57,90.24973,27.420733,IND040,1,130,62,G0831,55,228500,3036500,5,1,IND040,TRUE,IND040,IND040
IND040,MT-7117,BRP_FD-05/8,MT-7117,1,2,2,1,90.119675,27.41482,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,1,2,58,90.119675,27.41482,IND040,1,117,61,G0810,56,215500,3035500,8,2,IND040,TRUE,IND040,IND040
IND041,MT-7115,BRP_FD-05/6,MT-7115,0,1,1,0,90.21366,27.51743,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,59,90.21366,27.51743,IND041,1,126,72,G1095,57,224500,3046500,3,1,IND041,TRUE,IND041,IND041
IND042,MT-7116,BRP_FD-05/7,MT-7116,0,1,1,0,90.1311,27.47362,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,60,90.1311,27.47362,IND042,1,118,68,G0992,58,216500,3042500,4,1,IND042,TRUE,IND042,IND042
IND043,MT-7118,BRP_FD-05/9,MT-7118,0,1,1,0,89.7602649,27.567573,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,61,89.7602649,27.567573,IND043,1,82,79,G1239,59,180500,3053500,4,1,IND043,TRUE,IND043,IND043
IND044,MT-7119,BRP_FD-05/10,MT-7119,0,1,1,0,90.1236308,27.450628,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,62,90.1236308,27.450628,IND044,1,117,65,G0909,60,215500,3039500,2,1,IND044,TRUE,IND044,IND044
IND045,MT-7120,BRP_FD-05/11,MT-7120,0,1,1,0,90.20002,27.52225,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,63,90.20002,27.52225,IND045,1,125,73,G1122,61,223500,3047500,1,1,IND045,TRUE,IND045,IND045
IND046,MT-7121,BRP_FD-05/12,MT-7121,0,1,2,1,90.22228,27.63048,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,64,90.22228,27.63048,IND046,1,127,85,G1383,62,225500,3059500,1,1,IND046,TRUE,IND046,IND046
IND046,MT-7125,BRP_FD-05/16,MT-7125,1,2,2,1,90.2751895,27.440389,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,65,90.2751895,27.440389,IND046,1,132,64,G0872,63,230500,3038500,5,2,IND046,TRUE,IND046,IND046
IND047,MT-7122,BRP_FD-05/13,MT-7122,0,1,1,0,90.1423,27.61789,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,66,90.1423,27.61789,IND047,1,119,84,G1356,64,217500,3058500,1,1,IND047,TRUE,IND047,IND047
IND048,MT-7123,BRP_FD-05/14,MT-7123,0,1,1,0,90.2002,27.52291,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,67,90.2002,27.52291,IND048,1,125,73,G1122,65,223500,3047500,1,1,IND048,TRUE,IND048,IND048
IND049,MT-7124,BRP_FD-05/15,MT-7124,0,1,1,0,90.119575,27.41482,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,68,90.119575,27.41482,IND049,1,117,61,G0810,66,215500,3035500,8,1,IND049,TRUE,IND049,IND049
IND050,MT-7126,BRP_FD-05/17,MT-7126,0,1,1,0,90.231215,27.486447,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,69,90.231215,27.486447,IND050,1,128,69,G1020,67,226500,3043500,3,1,IND050,TRUE,IND050,IND050
IND052,MT-7128,BRP_FD-05/19,MT-7128,0,1,1,0,90.0752248,27.398405,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,71,90.0752248,27.398405,IND052,1,112,59,G0743,68,210500,3033500,6,1,IND052,TRUE,IND052,IND052
IND053,MT-7130,BRP_FD-05/21,MT-7130,0,1,2,1,89.7925572,27.488976,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,72,89.7925572,27.488976,IND053,1,85,70,G1035,69,183500,3044500,3,1,IND053,TRUE,IND053,IND053
IND053,MT-7131,BRP_FD-05/22,MT-7131,1,2,2,1,89.7548734,27.482022,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,73,89.7548734,27.482022,IND053,1,81,70,G1034,70,179500,3044500,10,1,IND053,TRUE,IND053,IND053
IND054,MT-7132,BRP_FD-05/23,MT-7132,0,1,1,0,90.1197367,27.414323,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,74,90.1197367,27.414323,IND054,1,117,61,G0810,71,215500,3035500,8,1,IND054,TRUE,IND054,IND054
IND055,MT-7133,BRP_FD-05/24,MT-7133,0,1,1,0,90.2359,27.63328,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,75,90.2359,27.63328,IND055,1,129,85,G1385,72,227500,3059500,1,1,IND055,TRUE,IND055,IND055
IND056,MT-7134,BRP_FD-05/25,MT-7134,0,1,1,0,90.12341,27.45082,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,76,90.12341,27.45082,IND056,1,117,65,G0909,73,215500,3039500,2,1,IND056,TRUE,IND056,IND056
IND057,MT-7138,BRP_FD-05/29,MT-7138,0,1,1,0,90.1285183,27.477908,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,77,90.1285183,27.477908,IND057,1,118,68,G0992,74,216500,3042500,4,1,IND057,TRUE,IND057,IND057
IND058,MT-7139,BRP_FD-05/30,MT-7139,0,1,2,1,90.14212,27.61815,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,78,90.14212,27.61815,IND058,1,119,84,G1356,75,217500,3058500,1,1,IND058,TRUE,IND058,IND058
IND058,MT-7144,BRP_FD-05/35,MT-7144,1,2,2,1,90.27052,27.4388,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,1,2,79,90.27052,27.4388,IND058,1,132,64,G0872,76,230500,3038500,5,2,IND058,TRUE,IND058,IND058
IND059,MT-7140,BRP_FD-05/31,MT-7140,0,1,2,1,90.1309883,27.476368,M,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,80,90.1309883,27.476368,IND059,1,118,68,G0992,77,216500,3042500,4,1,IND059,TRUE,IND059,IND059
IND059,MT-7145,BRP_FD-05/36,MT-7145,1,2,2,1,90.229146,27.58616,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,1,2,81,90.229146,27.58616,IND059,1,128,80,G1260,78,226500,3054500,5,2,IND059,TRUE,IND059,IND059
IND060,MT-7141,BRP_FD-05/32,MT-7141,0,1,1,0,90.2703709,27.439274,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,82,90.2703709,27.439274,IND060,1,132,64,G0872,79,230500,3038500,5,1,IND060,TRUE,IND060,IND060
IND061,MT-7142,BRP_FD-05/33,MT-7142,0,1,1,0,90.2451161,27.464295,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,83,90.2451161,27.464295,IND061,1,129,66,G0949,80,227500,3040500,3,1,IND061,TRUE,IND061,IND061
IND062,MT-7148,BRP_FD-05/39,MT-7148,0,1,2,1,90.14212,27.61782,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,84,90.14212,27.61782,IND062,1,119,84,G1356,81,217500,3058500,1,1,IND062,TRUE,IND062,IND062
IND062,MT-7152,BRP_FD-05/43,MT-7152,1,2,2,1,90.160385,27.438455,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,1,2,85,90.160385,27.438455,IND062,1,121,64,G0869,82,219500,3038500,4,2,IND062,TRUE,IND062,IND062
IND063,MT-7149,BRP_FD-05/40,MT-7149,0,1,1,0,90.21443,27.46203,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,86,90.21443,27.46203,IND063,1,126,66,G0948,83,224500,3040500,2,1,IND063,TRUE,IND063,IND063
IND064,MT-7150,BRP_FD-05/41,MT-7150,0,1,1,0,90.2068615,27.459975,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,87,90.2068615,27.459975,IND064,1,125,66,G0947,84,223500,3040500,1,1,IND064,TRUE,IND064,IND064
IND065,MT-7151,BRP_FD-05/42,MT-7151,0,1,1,0,90.07487,27.3883,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,88,90.07487,27.3883,IND065,1,112,58,G0718,85,210500,3032500,2,1,IND065,TRUE,IND065,IND065
IND066,MT-7153,BRP_FD-06/01,MT-7153,0,1,1,0,89.776433,27.005627,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,89,89.776433,27.005627,IND066,1,82,17,G0034,86,180500,2991500,3,1,IND066,TRUE,IND066,IND066
IND067,MT-7154,BRP_FD-06/02,MT-7154,0,1,2,1,89.776397,27.00559,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,90,89.776397,27.00559,IND067,1,82,17,G0034,87,180500,2991500,3,1,IND067,TRUE,IND067,IND067
IND067,MT-7157,BRP_FD-06/05,MT-7157,1,2,2,1,89.776397,27.005559,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,91,89.776397,27.005559,IND067,1,82,17,G0034,88,180500,2991500,3,1,IND067,TRUE,IND067,IND067
IND068,MT-7162,BRP_FD-06/10,MT-7162,0,1,2,1,89.75767,27.03146,F,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,1,2,92,89.75767,27.03146,IND068,1,80,20,G0055,89,178500,2994500,2,1,IND068,TRUE,IND068,IND068
IND068,MT-7166,BRP_FD-06/14,MT-7166,1,2,2,1,89.750733,27.034179,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,3,93,89.750733,27.034179,IND068,1,79,20,G0054,90,177500,2994500,6,1,IND068,TRUE,IND068,IND068
IND069,MT-7158,BRP_FD-06/06,MT-7158,0,1,1,0,89.771313,27.000622,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,94,89.771313,27.000622,IND069,1,81,16,G0029,91,179500,2990500,6,1,IND069,TRUE,IND069,IND069
IND070,MT-7160,BRP_FD-06/08,MT-7160,0,1,1,0,89.714731,27.084783,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,95,89.714731,27.084783,IND070,1,76,26,G0169,92,174500,3000500,2,1,IND070,TRUE,IND070,IND070
IND071,MT-7163,BRP_FD-06/11,MT-7163,0,1,1,0,89.79063,27.14722,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,96,89.79063,27.14722,IND071,1,83,32,G0241,93,181500,3006500,2,1,IND071,TRUE,IND071,IND071
IND072,MT-7165,BRP_FD-06/13,MT-7165,0,1,1,0,89.776397,27.005559,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,97,89.776397,27.005559,IND072,1,82,17,G0034,94,180500,2991500,3,1,IND072,TRUE,IND072,IND072
IND073,MT-7167,BRP_FD-06/15,MT-7167,0,1,1,0,89.777563,27.004634,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,98,89.777563,27.004634,IND073,1,82,17,G0034,95,180500,2991500,3,1,IND073,TRUE,IND073,IND073
IND074,MT-7168,BRP_FD-06/16,MT-7168,0,1,1,0,89.71533,27.075267,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,99,89.71533,27.075267,IND074,1,76,25,G0159,96,174500,2999500,5,1,IND074,TRUE,IND074,IND074
IND075,MT-7169,BRP_FD-06/17,MT-7169,0,1,1,0,89.813098,27.216375,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,100,89.813098,27.216375,IND075,1,86,40,G0407,97,184500,3014500,3,1,IND075,TRUE,IND075,IND075
IND076,MT-7170,BRP_FD-06/18,MT-7170,0,1,1,0,89.8113098,27.216375,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,101,89.8113098,27.216375,IND076,1,86,40,G0407,98,184500,3014500,3,1,IND076,TRUE,IND076,IND076
IND077,MT-7171,BRP_FD-06/19,MT-7171,0,1,2,1,89.7577783,27.182423,M,consistent_available_calls,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,102,89.7577783,27.182423,IND077,1,80,36,G0316,99,178500,3010500,3,1,IND077,TRUE,IND077,IND077
IND077,MT-7175,BRP_FD-06/23,MT-7175,1,2,2,1,89.813142,27.216362,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,1,2,103,89.813142,27.216362,IND077,1,86,40,G0407,100,184500,3014500,3,1,IND077,TRUE,IND077,IND077
IND078,MT-7174,BRP_FD-06/22,MT-7174,0,1,1,0,89.8249733,27.113677,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,104,89.8249733,27.113677,IND078,1,87,29,G0206,101,185500,3003500,1,1,IND078,TRUE,IND078,IND078
IND079,MT-7176,BRP_FD-06/24,MT-7176,0,1,1,0,89.7577267,27.182422,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,105,89.7577267,27.182422,IND079,1,80,36,G0316,102,178500,3010500,3,1,IND079,TRUE,IND079,IND079
IND080,MT-7177,BRP_FD-06/25,MT-7177,0,1,1,0,89.891327,27.19166,F,consistent_available_calls,F,matched_sex_call,original_pipeline,"Red_panda_samples_final.xlsx: Dagana, row 29",0,1,106,89.891327,27.19166,IND080,1,94,37,G0331,103,192500,3011500,1,1,IND080,TRUE,IND080,IND080
IND082,MT-7181,BRP_FD-07/03,MT-7181,1,2,2,1,90.867815,27.589842,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,1,2,109,90.867815,27.589842,IND082,1,191,79,G1249,104,289500,3053500,2,1,IND082,TRUE,IND082,IND082
IND083,MT-7184,BRP_FD-07/06,MT-7184,0,1,1,0,90.707098,27.552285,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,110,90.707098,27.552285,IND083,1,175,75,G1190,105,273500,3049500,6,1,IND083,TRUE,IND083,IND083
IND084,MT-7185,BRP_FD-07/07,MT-7185,0,1,1,0,90.718827,27.532512,M,consistent_available_calls,M,matched_sex_call,original_pipeline,locations.csv,0,1,111,90.718827,27.532512,IND084,1,176,73,G1145,106,274500,3047500,5,1,IND084,TRUE,IND084,IND084
IND085,MT-7186,BRP_FD-07/08,MT-7186,0,1,1,0,90.9727908,27.627297,F,consistent_available_calls,F,matched_sex_call,original_pipeline,locations.csv,0,1,112,90.9727908,27.627297,IND085,1,201,83,G1347,107,299500,3057500,1,1,IND085,TRUE,IND085,IND085
IND087,MT-7189,BRP_FD-07/11,MT-7189,0,1,3,1,90.61585,27.595214,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,114,90.61585,27.595214,IND087,1,166,80,G1263,108,264500,3054500,22,1,IND087,TRUE,IND087,IND087
IND087,MT-7190,BRP_FD-07/12,MT-7190,1,2,3,1,90.5338269,27.532803,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,1,2,115,90.5338269,27.532803,IND087,1,158,73,G1137,109,256500,3047500,5,2,IND087,TRUE,IND087,IND087
IND087,MT-7192,BRP_FD-07/14,MT-7192,1,3,3,1,90.888497,27.581608,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,1,3,116,90.888497,27.581608,IND087,1,193,78,G1234,110,291500,3052500,1,3,IND087,TRUE,IND087,IND087
IND090,MT-7195,BRP_FD-07/17,MT-7195,0,1,1,0,90.6321767,27.548552,U,no_sex_call,NA,matched_no_sex_call,original_pipeline,locations.csv,0,1,120,90.6321767,27.548552,IND090,1,168,75,G1187,111,266500,3049500,4,1,IND090,TRUE,IND090,IND090
IND091,MT-7200,BRP_FD-08/4,MT-7200,0,1,3,1,91.024306,27.22366,U,no_sex_call,NA,lab_ID_not_in_sexing_file,original_pipeline,locations.csv,0,1,121,91.024306,27.22366,IND091,1,206,38,G0357,112,304500,3012500,4,1,IND091,TRUE,IND091,IND091
