"camstn","elevation_m"
"TD_031",2205.10719203115
"TD_032",1458.62835404414
"TD_033",2641.77634350639
"TD_034",1525.11440104298
"TD_035",3323.23877705941
"TD_036",2218.61930403596
"TD_037",1957.97655506782
"TD_038",2965.13420020003
"TD_039",2564.81973354005
"TD_040",2590.80473069179
"TD_041",1635.47389347983
"TD_042",2720.20837265808
"TD_043",2802.85395010767
"TD_044",2870.06061637908
"TD_045",2516.05399984613
"TD_046",3801.28187676651
"TD_047",3225.40961583213
"TD_048",2371.56762506465
"TD_049",2427.36282761691
"TD_050",3680.11191652406
"TD_051",2544.60204974897
"TD_052",2899.08605807872
"TD_053",2607.47175076085
"TD_054",2890.69274341761
"TD_055",3069.59547936609
"TD_056",2071.36287187835
"TD_057",3215.56166894035
"TD_058",3404.45803910607
"TD_059",2317.22388714697
"TD_060",2269.90724469554
"TD_061",2790.19582371857
"TD_062",3633.52950338356
"TSFD_002",485.116163512081
"TSFD_003",516.747877746167
"TSFD_004",1076.7221248635
"TSFD_005",817.500237908876
"TSFD_006",605.009002560722
"TSFD_007",607.229364103225
"TSFD_008",603.513958487759
"TSFD_009",1302.87509905706
"TSFD_010",812.896568951865
"TSFD_011",1153.84780965989
"TSFD_012",1526.84184073164
"TSFD_013A",1019.95211472885
"TSFD_013B",1562.70658421433
"TSFD_014",2047.67029066061
"TSFD_016",1081.70911918321
"TSFD_017",2096.28220637654
"TSFD_018",1060.55503371337
"TSFD_019",1219.24947311718
"TSFD_020",2226.05666770667
"TSFD_021",2143.9531963437
"TSFD_022",2067.6996068513
"TSFD_023",1134.24363620179
"TSFD_024",2248.4774674145
"TSFD_025",2313.14006383133
"TSFD_026",2352.62601717826
"TSFD_027",2573.80218045586
"WFD_001",2500.65478870163
"WFD_002",3040.52419564251
"WFD_003",3417.68784104151
"WFD_004",2607.51559134271
"WFD_005",2277.90815376803
"WFD_006",2678.03678304941
"WFD_007",2714.18719401798
"WFD_008",1973.98826238485
"WFD_009",1868.66179062268
"WFD_010",2833.23828778885
"WFD_011",2288.11140665282
"WFD_012",2225.4433341942
"WFD_013",2040.63096086736
"WFD_014",2728.27872978757
"WFD_015",2280.58875367936
"WFD_016",2350.41691015556
"WFD_017",2151.05554585468
"WFD_018",2208.02504332777
"WFD_019",2454.11477089622
"WFD_020",2061.93602202736
"WFD_021",2040.76009553961
"WFD_022",2476.369225943
"WFD_023",1895.84731903346
"WFD_024",1965.66546958419
"WFD_025",1722.12341605407
"WFD_026",2439.53835429599
"WFD_027",2208.12654617133
"WFD_029",2916.20579805015
"WFD_030",2984.67461141158
"WFD_031",2317.84094562503
"WFD_032",1493.71444891595
"WFD_033",2243.8988184436
"WFD_034",2653.70332719591
"WFD_035",2867.71454821542
"WFD_036",1878.44086883157
"WFD_037",1780.36691292071
"WFD_038",1892.76312523419
"WFD_039",3507.69383489163
"WFD_040",3612.86719505321
"WFD_041",1810.70037536204
"WFD_042",3183.73285691326
"WFD_044",2445.74408615656
"WFD_045",1025.47418538353
"WFD_046",3084.21148674894
"WFD_047",1606.8141864359
"WFD_048",2632.82325252842
"WFD_049",3095.89417282789
"WFD_050",3471.62365019241
"WFD_051",3903.4412262734
"WFD_052",2234.80278015777
"WFD_054",3467.02595267939
"WFD_055",2658.44228508
"WFD_056",1867.01361211609
"WFD_057",1406.19834107659
"WFD_058",2712.51783462466
"WFD_059",1556.66451869368
"WFD_060",1681.3817627199
"WFD_061",2859.98768447817
"WFD_063",3427.10659568393
"WFD_064",3529.32311210842
"WFD_065",2667.42670736528
"WFD_066",3509.84624060325
"WFD_067",3591.82634644158
"WFD_068",2871.6771478284
"WFD_069",2623.77987973941
"WFD_070",3173.65254796705
"WFD_071",2440.45218496911
"WFD_072",3482.13945850212
"WFD_073",2847.77551163841
"WFD_074",3392.22584483059
"WFD_075",3071.69794519679
"WFD_076",3770.74902117283
"WFD_077",3582.10235451927
"WCNP_001",3420.4066703561
"WCNP_002",3557.7063695129
"WCNP_003",3759.97894763145
"WCNP_004",3379.39366048079
"WCNP_005",3258.32539752254
"WCNP_006",3030.62983978782
"WCNP_007",3325.94574497968
"WCNP_009",2519.32199855358
"WCNP_010",2543.86787723146
"WCNP_011",2931.17450643665
"WCNP_013",2677.99442122145
"WCNP_015",3160.29525206766
"WCNP_016",3845.96380704979
"WCNP_017",2871.22731325846
"WCNP_018",3518.97744965772
"WCNP_019",3072.66015078658
"WCNP_021",3308.42756911096
"WCNP_022",3792.14070170119
"WCNP_023",3759.2438037759
"WCNP_024",3746.65418538015
"WCNP_025",3423.62689982356
"WCNP_026",3287.23440526735
"WCNP_027",4093.98563139837
"WCNP_028",3199.77527980152
"WCNP_029",3578.83708745446
"WCNP_030",3946.11198321025
"WCNP_031",3438.18531189825
"WCNP_032",3573.22492019354
"WCNP_033",4006.04892808763
"WCNP_034",3380.32235376555
"WCNP_035",3447.39959196352
"WCNP_036",3284.47984773767
"WCNP_037",3966.24305074161
"WCNP_038",3922.94918920668
"WCNP_040",4006.23901008726
"WCNP_041",4073.96536809277
"WCNP_042",2445.65567120297
"WCNP_043",2825.13156137932
"WCNP_044",2086.54082842861
"WCNP_045",2129.80255469214
"WCNP_047",2219.70923038943
"WCNP_050",2185.94434603471
"WCNP_051",2328.39985660126
"ZD_001",1449.13305353068
"ZD_002",2136.72880088851
"ZD_003",786.959429932592
"ZD_004",1506.31417400347
"ZD_005",2224.24763758216
"ZD_006",2287.29428425249
"ZD_007",1333.87640912161
"ZD_008",2539.17753549796
"ZD_009",1785.42780306548
"ZD_010",2057.45711057371
"ZD_011",995.555814731545
"ZD_012",2512.66553408708
"ZD_013",3057.22277909326
"ZD_014",2474.7880859857
"ZD_015",1878.0609498865
"ZD_016",2043.48949352665
"ZD_017",2186.8340025815
"ZD_018",2408.01403174722
"ZD_019",2128.00238967933
"ZD_020",634.487097880999
"ZD_021",1699.23731563127
"ZD_022",2845.57779798055
"ZD_023",2826.62081815348
"ZD_024",1053.75530710115
"ZD_025",2540.41370239778
"ZD_026",3243.51351180421
"ZD_027",2259.83594361138
"ZD_028",1467.81976926237
"ZD_029",1639.51032199484
"ZD_030",717.237206477419
"ZD_031",1598.56441633318
"ZD_032",1722.47502060922
"ZD_033",454.477455676213
"ZD_034",1148.41562620691
"ZD_035",594.808192736668
"ZD_036",1953.48658388756
"ZD_036X",1267.2852831075
"ZD_037",1325.30303805323
"ZD_038",2546.06189798422
"ZD_039",1191.70687220263
"ZD_040",2170.71198914109
"ZD_041",998.0713676703
"ZD_042",1672.62769402868
"ZD_043",2036.36398095619
"ZD_044",2368.12924620325
"ZD_045",2385.96193014375
"ZD_046",348.906445999343
"ZD_047",2087.36917742845
"ZD_048",378.04100577767
"ZD_049",2505.1534621525
"ZD_050",2913.45209787677
"ZD_051",1434.99905002553
"ZD_052",1844.51243587897
"ZD_053",2178.52885786886
"ZD_054",1138.04321639928
"ZD_055",1311.36626227305
"ZD_056",841.884169400975
"ZD_057",646.498306031361
"ZD_058",1609.95896142923
"ZD_059",1658.37250917056
"ZD_060",1026.16794345548
"ZD_061",690.231500158432
"ZD_062",402.963641225333
"ZD_063",1075.12385069242
