"camstn","elevation_m"
"MD_050",2801.39046681201
"MD_051",2877.54488974204
"MD_052",748.684438980125
"MD_053",1972.20654469364
"MD_054",2623.2412656289
"MD_055",2001.18705234102
"MD_056",1870.55876645801
"MD_057",2226.37218563889
"MD_058",2202.15918045584
"MD_059",672.568972780146
"MD_060",841.71522979812
"MD_061",1047.79670926292
"MD_062",1765.76879245602
"MD_063",828.49366784946
"MD_064",1129.36212863062
"MD_065",2561.84083508029
"MD_066",1235.3569945761
"PD_001",4130.85086621101
"PD_003",3467.35907068042
"PD_004",3134.36761530788
"PD_005",3919.57028768368
"PD_006",3717.20965121772
"PD_007",3876.29778404521
"PD_008",3242.3626365594
"PD_009",4132.3920140529
"PD_010",3416.25157503798
"PD_011",3407.14887033221
"PD_012",3691.57260802197
"PD_013",3074.36173830673
"PD_014",3211.59976016179
"PD_015",3344.92441189928
"PD_016",3446.07140432308
"PD_017",3508.7208296039
"PD_018",3857.92718458306
"PD_019",3697.63688028089
"PD_020",3367.62242558878
"PD_021",3663.80771922759
"PD_022",3120.52375486315
"PD_023",3229.95466345552
"PD_024",3579.08947980821
"PD_025",3048.75770898532
"PD_026",3820.48966021046
"PD_027",3674.45909499217
"PD_028",3333.1295387697
"PD_029",3964.03661021283
"PD_030",3437.62019963536
"PD_031",3806.87122375676
"PD_032",3316.01197797312
"PD_033",2984.66915324865
"PD_034",3884.80311475854
"PD_035",3458.79506339668
"PD_036",2956.57176445114
"PD_037",3599.63843353898
"PD_038",3363.80481693966
"PD_039",3012.2632047512
"PD_040",3195.87395352752
"PD_041",3449.60506187928
"PD_042",3414.12989375518
"PD_043",3791.43340314997
"PD_044",3389.51710870479
"PD_045",4051.77572766329
"PD_046",3359.15203687517
"PD_047",3057.1135623196
"PG_001",403.388975984993
"PG_002",587.607151289944
"PG_003",497.432782171164
"PG_004",933.236902546027
"PG_005",904.592678983028
"PG_006",571.642996759556
"PG_007",1215.28554586542
"PG_008",983.54534142816
"PG_009",591.202027896548
"PG_010",1019.37410670182
"PG_011",1534.26827086199
"PG_012",1504.42854140235
"PG_013",963.163059845624
"PG_014",873.87127785985
"PG_015",1268.41257796366
"PG_016",959.243486804773
"PG_017",1657.28951827469
"PG_018",1702.21446582921
"PG_019",1443.83786314134
"PG_020",1675.30326133561
"PG_021",1672.46873062327
"PG_022",564.081466120762
"PG_023",797.784416658476
"PG_024",633.369585260011
"PG_025",805.014153617553
"PG_026",1266.42037006707
"PG_027",452.52908078779
"PG_028",1216.9703946846
"PG_029",1664.38071598814
"PG_030",435.101013599333
"PG_031",1758.48795634303
"PG_032",1923.2588899015
"PG_033",1674.85168852135
"PG_034",1871.91007852052
"PG_035",1106.04221235126
"PG_036",2001.03677947461
"PNP_001",4272.40158295611
"PNP_002",3285.43941964208
"PNP_003",4120.00266291705
"PNP_004",2756.9620028057
"PNP_005",2900.75015076178
"PNP_006",4132.35692384047
"PNP_007",3091.76370106588
